Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Is_Free,Category_Popularity,Avg_Cost,Cost_Category,Time_Category,Distance_from_Colombo,District_Encoded,Region_Encoded,Category_Encoded,Cluster
Balakaduwa Ella Falls,Mathale,"This elegant waterfall gracefully flows down a rocky cliff surrounded by thick greenery, perfect for peaceful nature photography and short hikes.",Central,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.972822898078625,80.84121000939868,1,93,0.0,,Short,158.35803025550825,18,0,187,3
Bambarakiri Ella Falls,Mathale,"A famous and easily accessible fall with a suspension bridge nearby, ideal for quick visits and refreshing scenery near Riverston.",Central,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.9714586870528015,80.78376573120322,1,93,0.0,,Short,153.98289518539184,18,0,187,3
Bambarun Gahana Ella Falls,Mathale,"Hidden within dense forest, this enchanting fall is lesser-known but offers a tranquil environment and untouched beauty for explorers.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.824404501372586,80.75751976888755,1,93,0.0,,Short,140.14296069693012,18,0,187,3
Dumbara Ella Falls,Mathale,"A tall and narrow waterfall nestled in the Dumbara hills, offering captivating views and a cool, misty atmosphere on arrival.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.894540059764252,80.72483277604499,1,93,0.0,,Short,143.30742281039127,18,0,187,3
Elle Gedara Ella Falls,Mathale,"A peaceful and lesser-known waterfall near a rural village, surrounded by paddy fields and forest, ideal for quiet picnics and nature walks.",Central,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.85259484868602,80.85939208107511,1,93,0.0,,Short,150.40010007947615,18,0,187,3
Halkadura Ella Falls,Mathale,"Flowing gently through rocky formations, this fall offers a refreshing stop for hikers exploring the highland trails of the Central Province.",Central,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.817456364123614,80.72738311839842,1,93,0.0,,Short,137.26198109337125,18,0,187,3
Indala Ella Falls,Mathale,"A picturesque waterfall that cascades through dense forest terrain, offering a rewarding sight for adventurous trekkers and photographers.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.86477270045723,80.76596167168826,1,93,0.0,,Short,143.98075660986464,18,0,187,3
Kaluwara Ella Falls,Mathale,"This seasonal waterfall glistens like dark silver (""kaluwara"") as it falls through shaded rocky cliffs, best visited after the rainy season.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.970694517903682,80.82723930725123,1,93,0.0,,Short,157.13579525373143,18,0,187,3
Kande Sudu Ella Falls,Mathale,"Known for its milky-white water flow, this serene fall is nestled in the hills and attracts those seeking calm, scenic beauty in the mountains.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.816694418710941,80.77456058761929,1,93,0.0,,Short,140.88153640533733,18,0,187,3
Kopi Ella Falls,Mathale,"A charming waterfall tucked away in a forested area, named for the aroma of coffee plants nearby. Perfect for short hikes and peaceful breaks.",Central,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.847901717362238,80.8053964005462,1,93,0.0,,Short,145.72588205482296,18,0,187,3
Kumbaloluwa Ella Falls,Mathale,"A scenic cascade hidden in rural greenery, ideal for explorers seeking a quiet and unspoiled natural retreat.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.916487419497584,80.68710037588895,1,93,0.0,,Short,142.42530528732507,18,0,187,3
Kumbaloluwa Edaruthel,Mathale,"A tranquil section of the Kumbaloluwa stream, where shallow water flows over smooth rocksgreat for picnics and local bathing.",Central,Natural Pool/Stream,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.899392797143305,80.7445848061316,1,1,0.0,,Short,145.163967605859,18,0,82,3
Kurunduwala Ella Falls,Mathale,"Hidden in the highlands, this waterfall is known for its clear, cold waters and forest backdrop, perfect for nature lovers and photographers.",Central,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.8024338133352975,80.83688690943448,1,93,0.0,,Short,144.82837369659055,18,0,187,3
Anuradha Arana,Mathale,"A spiritual retreat in the heart of nature, Anuradha Arana offers meditation spaces and serene forest paths for peaceful reflection.",Central,Religious/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.847316616011799,80.86049598321529,1,8,0.0,,Short,150.09349522756636,18,0,135,3
Vemadilla Reservoir,Mathale,"A large reservoir surrounded by greenery, ideal for relaxing by the water, birdwatching, or quiet scenic photography.",Central,Reservoir/Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.779059868938684,80.7185624187626,1,1,0.0,,Short,133.55932316763398,18,0,139,3
Manikdena Archaeological Reserve,Mathale,"This ancient forest reserve holds ruins of centuries-old structures, offering a quiet, historical journey into Sri Lankas forgotten past.",Central,Historical/Archaeology,2.5,0.0,0.0,0.0,0.0,0.0,Yes,7.789829679469208,80.85474459141255,1,3,0.0,,Short,145.38334975026936,18,0,55,3
Muwagala,Mathale,A lesser-known hiking spot with a rocky summit offering panoramic views of surrounding greenery. Ideal for quiet nature escapes.,Central,Nature/Hiking,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.956450575235758,80.70964767107144,1,5,0.0,,Short,147.41423443579015,18,0,100,3
Pahangala,Mathale,"A peaceful hill in the Matale region surrounded by tea plantations and misty views, perfect for hiking and landscape photography.",Central,Mountain/Hiking,2.5,0.0,0.0,0.0,0.0,0.0,Yes,7.783405488196296,80.86307388892754,1,7,0.0,,Short,145.6160263280222,18,0,76,3
Punchi Lokantha,Mathale,"A modest spiritual site nestled in the hills, offering calm surroundings and a few ancient ruins to explore.",Central,Religious/Historical,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.800841352576801,80.7350874654775,1,32,0.0,,Short,136.55078884916844,18,0,132,3
Scenic Route from Rattota via Riverston,Mathale,"A breathtaking mountain road with lush landscapes, waterfalls, and lookout points, popular among scenic drive enthusiasts and bikers.",Central,Scenic Route/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.863023739587099,80.71240401614517,1,1,0.0,,Short,139.80061769793204,18,0,150,3
Kiri Amma Water Spring,Mathale,"A sacred natural water spring believed to be blessed by the Kiri Amma deity, often visited for blessings and spiritual rituals.",Central,Religious/Natural Spring,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.847453258764197,80.6787806732961,1,1,0.0,,Quick,136.04091749329103,18,0,134,3
Edangala,Mathale,"A small hill with boulder formations and open views, ideal for a short trek or a peaceful rest spot along rural trails.",Central,Nature/Hiking,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.962160407918919,80.87083515837367,1,5,0.0,,Short,159.76363677981482,18,0,100,3
Low Budget Leisure World,Mathale,A budget-friendly amusement park offering basic water rides and family-friendly activities in a relaxed local setting.,Central,Theme Park/Leisure,3.0,800.0,500.0,400.0,200.0,200.0,No,7.811322235023452,80.78245385742129,0,1,600.0,Premium,Short,141.0946278703781,18,0,164,5
Idalgashinna,Badulla,A scenic mountain village in Badulla known for its picturesque railway station and misty walking trails through tea estates.,Uva,Nature/Scenic,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.032228824196355,81.05445576090956,1,22,0.0,,Short,132.36628921907715,2,9,112,6
Haldummulla Portuguese Fort,Badulla,"Ruins of an ancient Portuguese fort nestled on a mountain ridge, offering historic insight and sweeping views of the southern plains.",Uva,Historical,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.998332539161102,81.01179044509375,1,71,0.0,,Short,127.38858313430777,2,9,48,2
Kalupahana,Badulla,"A scenic village on the way to Bambarakanda Falls, popular for hiking and nature photography with cool climate and lush greenery.",Uva,Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.999442417203949,81.10432752923634,1,159,0.0,,Short,137.60309212950278,2,9,83,6
Weli Wanguwa (Sandy Bay),Badulla,"A calm and hidden riverside spot with soft sandy shores, ideal for family picnics, natural bathing, and birdwatching.",Uva,Nature/Bathing Spot,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.017097922110614,81.02824095575133,1,1,0.0,,Short,129.34355622026558,2,9,96,6
"Gala Muduna Sri Sambuddhaloka Temple, Kahataruppa",Badulla,"A peaceful Buddhist temple located atop a rocky hill with panoramic views, perfect for meditation and spiritual retreat.",Uva,Religious/Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.97002258606169,81.02299736993383,1,3,0.0,,Short,128.47475501973562,2,9,136,6
Madulsima,Badulla,"A dreamy highland village known for its Mini Worlds End, offering dramatic cliffs, thick mist, and sunrise views above the clouds.",Uva,Scenic/Mountain,2.5,0.0,0.0,0.0,0.0,0.0,Yes,6.957304689962733,81.03119682947319,1,1,0.0,,Short,129.33801255251242,2,9,156,6
Dimbulana Hills Spot,Nuwara Eliya,"A beautiful vantage point offering sweeping views of rolling hills and tea estates, perfect for sunrise watchers and landscape photographers.",Central,Scenic/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.975752577195659,80.74754298557414,1,33,0.0,,Short,98.09441567832295,21,0,157,3
Memale Mountain Peak,Nuwara Eliya,"A moderately challenging peak known for panoramic views of surrounding mountains and valleys, popular among hikers and adventurers.",Central,Mountain/Hiking,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.974848567822756,80.79714344981521,1,7,0.0,,Short,103.56273022044601,21,0,76,3
Angry Point Mountain,Nuwara Eliya,"A rugged rocky summit famed for dramatic cliff edges and breathtaking views, attracting thrill-seekers and photographers.",Central,Mountain/Scenic,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.98846926134475,80.82331631635293,1,1,0.0,,Short,106.53516054551028,21,0,77,3
Wangedigala,Nuwara Eliya,"A peaceful hill covered with dense forest, offering nature trails and quiet spots for birdwatching and reflection.",Central,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.927334851781507,80.77745805365574,1,159,0.0,,Short,101.25773345092423,21,0,83,3
Ohiya Devils Staircase Camping,Nuwara Eliya,"A popular camping site along the Devils Staircase trail, offering adventure seekers an opportunity to experience nature overnight.",Central,Adventure/Camping,24.0,0.0,0.0,0.0,0.0,0.0,Yes,6.923448302251654,80.76182891368023,1,1,0.0,,Long,99.53174601888368,21,0,4,7
Prabhawa Mountain Day View Point,Nuwara Eliya,"A scenic viewpoint ideal for day trips, offering panoramic views of mountains and valleys with spots for picnics and photography.",Central,Scenic,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.92426809731866,80.82864284490954,1,45,0.0,,Short,106.9150781562571,21,0,145,3
Thangamale Sanctuary,Nuwara Eliya,"A protected natural sanctuary with rich biodiversity, featuring guided trails and opportunities to spot rare flora and fauna.",Central,Nature/Wildlife,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.985264438305708,80.83827484756195,1,8,0.0,,Short,108.16355752430908,21,0,118,3
Adisham Bungalow,Nuwara Eliya,"A historic colonial-era mansion surrounded by lush gardens, offering visitors a glimpse into British architecture and serene mountain views.",Central,Historical/Scenic,2.0,800.0,400.0,300.0,150.0,150.0,No,6.912379466484138,80.81137417392827,0,9,550.0,Premium,Short,105.0201466341631,21,0,61,5
Sorabora Wewa,Badulla,"An ancient reservoir known for its engineering marvel and tranquil surroundings, ideal for nature walks and birdwatching.",Uva,Historical/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.96253761550284,81.07827865803434,1,8,0.0,,Short,134.5541633860621,2,9,59,2
Mahiyangana Raja Maha Viharaya,Badulla,"One of the oldest Buddhist temples in Sri Lanka, featuring sacred relics and rich historical significance attracting pilgrims and tourists alike.",Uva,Religious/Historical,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9720125341694485,81.06837905494122,1,32,0.0,,Short,133.49418829272065,2,9,132,6
Dambana Indigenous Village,Badulla,"A unique cultural experience to learn about the Veddah people, their traditions, lifestyle, and connection to the natural environment.",Uva,Cultural,2.0,1000.0,500.0,300.0,150.0,150.0,No,6.959447952022699,81.04062832518767,0,26,650.0,Premium,Short,130.38592268967315,2,9,27,5
Pilkington Point,Badulla,"A scenic viewpoint overlooking vast valleys and mountains, popular for photography and nature lovers seeking panoramic vistas.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.004940541351231,81.08153599211556,1,45,0.0,,Short,135.12547014591112,2,9,145,6
Devils Staircase View Point,Badulla,A famous lookout spot with dramatic cliff edges offering breathtaking views over the central highlands and valleys below.,Uva,Scenic/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.034498592217675,81.09463674519588,1,33,0.0,,Short,136.8109150086902,2,9,157,6
Bogoda Raja Maha Viharaya,Badulla,"An ancient wooden Buddhist temple known for its intricate carvings and historic significance, attracting architecture enthusiasts and pilgrims.",Uva,Religious/Historical,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.041532181292946,81.07896839799949,1,32,0.0,,Short,135.15579832861997,2,9,132,6
Narangala,Badulla,"A scenic mountain known for its rugged terrain and panoramic views of the surrounding valleys, popular with hikers and climbers.",Uva,Mountain/Hiking,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.954078387092398,81.07048685353642,1,7,0.0,,Short,133.67051538381062,2,9,76,2
Wevassa View Point,Badulla,"A beautiful lookout offering sweeping views of rolling hills and tea estates, ideal for photography and nature lovers.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.994397749688793,81.02477586352505,1,45,0.0,,Short,128.79546411881893,2,9,145,6
Narangala Mountain,Badulla,"The larger massif encompassing the Narangala peak, featuring dense forests and multiple trekking routes for adventurous visitors.",Uva,Mountain/Hiking,3.0,0.0,0.0,0.0,0.0,0.0,Yes,7.032778477244153,81.07365898925303,1,7,0.0,,Short,134.4853627877473,2,9,76,2
Kite Mountain,Badulla,A unique hill popular among paragliders and nature enthusiasts for its open spaces and scenic vistas.,Uva,Mountain/Adventure,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.95481886043728,81.06621001496006,1,1,0.0,,Short,133.1997594968151,2,9,75,2
Namunukula,Badulla,"A prominent mountain range with lush greenery and cool climate, offering trails for trekking and stunning sunrise views.",Uva,Mountain/Hiking,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.961175614685225,81.0551441952099,1,7,0.0,,Short,131.99452798868148,2,9,76,2
Ella Rock,Badulla,"A famous hiking destination with breathtaking views over Ella town and surrounding mountains, popular for day treks and photography.",Uva,Mountain/Hiking,3.0,0.0,0.0,0.0,0.0,0.0,Yes,6.977332665941393,81.08441121840686,1,7,0.0,,Short,135.28676488695734,2,9,76,2
Sherwood Deck,Badulla,"A scenic viewpoint deck offering panoramic views of the surrounding hills and tea plantations, perfect for sunset watching and photos.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.007580626730226,81.08822433591621,1,45,0.0,,Short,135.8814924335159,2,9,145,6
Weli Oya Bridge,Badulla,"A historic bridge spanning the Weli Oya river, known for its architectural charm and serene river views, great for a quick stop.",Uva,Historical/Scenic,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.975786173474814,81.0618691322954,1,9,0.0,,Quick,132.7910344697805,2,9,61,2
Mediriya Bunt,Badulla,"A tranquil hilltop spot offering peaceful surroundings, nature walks, and beautiful views of the Uva countryside.",Uva,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.972914587941972,81.0310912179105,1,159,0.0,,Short,129.38031177094032,2,9,83,6
Mini World's End,Badulla,"A dramatic cliff edge with breathtaking views dropping into deep valleys, smaller than World's End but equally stunning and accessible.",Uva,Scenic,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.041765159123944,81.01352323811884,1,45,0.0,,Short,127.96026788085535,2,9,145,6
"St. Mark's Church, Badulla",Badulla,A historic Anglican church featuring colonial architecture and tranquil surroundings in the heart of Badulla town.,Uva,Historical/Religious,1.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9738243538625815,81.04991432223294,1,7,0.0,,Quick,131.4626133080502,2,9,60,2
SM Kanda,Badulla,A peaceful hilltop area known for hiking trails and panoramic views of the surrounding mountains and valleys.,Uva,Nature/Hiking,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.957683927901428,81.10201691277096,1,5,0.0,,Short,137.1627573652667,2,9,100,6
Alugolla Hills,Badulla,"Rolling hills covered with tea plantations and forests, offering serene walks and stunning vistas over the Uva region.",Uva,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9794847405957885,81.07957719469242,1,159,0.0,,Short,134.76274200189502,2,9,83,6
Badulla Dutch Fort,Badulla,Historic ruins of a 17th-century Dutch fort offering a glimpse into colonial military architecture and panoramic views of Badulla.,Uva,Historical,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.026422848557821,81.04058343047959,1,71,0.0,,Short,130.78470230497973,2,9,48,2
Uva Halpewatte Tea Factory,Badulla,A working tea factory where visitors can learn about tea production processes and sample fresh Uva tea.,Uva,Industrial/Tourism,1.5,800.0,400.0,300.0,150.0,150.0,No,6.985054729644942,81.06348058602538,0,3,550.0,Premium,Short,133.01311042185588,2,9,64,5
Madapathana Kanda,Badulla,"A small hill offering beautiful views of the surrounding tea estates and valleys, perfect for short hikes and photography.",Uva,Nature/Hiking,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9615438052993595,81.0414492789885,1,5,0.0,,Short,130.48288277630937,2,9,100,6
Badulla City View Point,Badulla,"A popular lookout spot giving panoramic views of Badulla city and nearby hills, ideal for sunset watching and photography.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.037441837348143,81.07692869822556,1,45,0.0,,Short,134.89031422511704,2,9,145,6
Badulla Alugolla Samadhi Statue,Badulla,"A serene monument dedicated to peace and remembrance, situated amidst quiet surroundings for reflection.",Uva,Cultural/Monument,1.0,0.0,0.0,0.0,0.0,0.0,Yes,7.034752135875995,81.04955743233268,1,1,0.0,,Quick,131.8516775305868,2,9,39,2
Bambaragala Pathana,Badulla,"Expansive grassland plateau with walking trails, offering scenic views of mountains and wildlife habitats.",Uva,Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.010406909170639,81.01840942206866,1,159,0.0,,Short,128.20601194556968,2,9,83,6
Kurullangala Prehistoric Cave Art Site,Badulla,"Archaeological site featuring ancient cave paintings, providing a fascinating glimpse into prehistoric Sri Lankan culture.",Uva,Historical/Archaeology,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.019845495017396,81.09367110281755,1,3,0.0,,Short,136.57547973651444,2,9,55,2
Galapita Gala,Badulla,"A large rocky outcrop providing panoramic views of surrounding valleys and tea plantations, popular among nature lovers and photographers.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.003009030799106,81.06819282954689,1,45,0.0,,Short,133.64072224989866,2,9,145,6
"Main View Point, Haputale",Badulla,"A must-visit lookout offering breathtaking 360-degree views over the central highlands, ideal for sunrise and sunset photography.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.954419486933144,81.03126206285965,1,45,0.0,,Short,129.3377660870097,2,9,145,6
Porowagala View Point,Badulla,"A tranquil viewpoint surrounded by lush greenery, offering peaceful vistas of rolling hills and valleys in the Haputale region.",Uva,Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.97053778175262,81.04741161697652,1,45,0.0,,Short,131.17290349164136,2,9,145,6
Senanayake Children's Park,Badulla,"A family-friendly park in Badulla with play areas, gardens, and spaces for picnics, perfect for children and local families.",Uva,Recreational/Park,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.997776087937681,81.07390057787855,1,1,0.0,,Short,134.2360105531864,2,9,124,6
Badulla Museum,Badulla,"A small museum showcasing the cultural heritage and history of Badulla and surrounding areas, featuring artifacts and exhibits.",Uva,Museum,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.945413095113526,81.04765226163782,1,2,0.0,,Short,131.13062519458623,2,9,78,2
Gotuwala Ella,Badulla,"A scenic waterfall surrounded by lush greenery, ideal for nature walks and a refreshing stop during trekking routes nearby.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.991881317041749,81.07112544123622,1,93,0.0,,Short,133.89423944216983,2,9,187,6
"Botanical Garden, Badulla",Badulla,"A well-maintained garden featuring a variety of native and exotic plants, perfect for leisurely strolls and botanical study.",Uva,Botanical Garden,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.978542739980697,81.00732557896463,1,2,0.0,,Short,126.78175302205709,2,9,20,2
Badulla Katharagama Devalaya,Badulla,"A vibrant Hindu temple dedicated to the deity Kataragama, attracting devotees and visitors with colorful festivals and spiritual events.",Uva,Religious,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.973380476241975,81.04945083785104,1,140,0.0,,Short,131.40957529719225,2,9,125,6
Old Welekade Market,Badulla,"A bustling traditional market in Haputale, offering local produce, handicrafts, and an authentic glimpse of daily life in the region.",Uva,Market/Cultural,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.041496449470946,81.09743421783548,1,1,0.0,,Short,137.18705868727167,2,9,74,2
Halpe Tea Factory,Badulla,"An operational tea factory where visitors can learn about tea processing, sample fresh brews, and enjoy scenic plantation views.",Uva,Industrial/Tourism,1.5,800.0,400.0,300.0,150.0,150.0,No,6.958398560528134,81.04350270501216,0,3,550.0,Premium,Short,130.7004665054078,2,9,64,5
Nil Diya Pokuna,Badulla,"A tranquil natural pool with crystal-clear waters, perfect for swimming and relaxing surrounded by lush greenery.",Uva,Natural Pool/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.9575843686321175,81.07463147321215,1,1,0.0,,Short,134.13710796412664,2,9,81,2
Fantastic Travelers,Badulla,A popular local travel agency and tour operator providing guided tours and adventure packages throughout the Uva region.,Uva,Service/Tourism,0.5,0.0,0.0,0.0,0.0,0.0,Yes,7.039942336688479,81.07671058888783,1,2,0.0,,Quick,134.89125802021175,2,9,162,6
Little Adams Peak,Badulla,"A famous trekking destination near Ella with a gentle climb and rewarding panoramic views, often visited for sunrise hikes.",Uva,Mountain/Hiking,2.5,0.0,0.0,0.0,0.0,0.0,Yes,6.981406167200874,81.04086294330025,1,7,0.0,,Short,130.49800787139878,2,9,76,2
Mahamewna Viharaya,Badulla,"An ancient Buddhist temple with significant religious heritage and peaceful surroundings, attracting devotees and visitors alike.",Uva,Religious/Historical,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.979091232328414,81.08586544928116,1,32,0.0,,Short,135.45519538045002,2,9,132,6
Dowa Temple,Badulla,"A historic Buddhist temple renowned for its beautiful murals and ancient architecture, located near Dowa town.",Uva,Religious/Historical,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.965884699024368,81.0280912011802,1,32,0.0,,Short,129.02181779037954,2,9,132,6
Liptons Seat,Badulla,"A famous viewpoint in Haputale named after Sir Thomas Lipton, offering spectacular views of tea plantations and valleys.",Uva,Scenic/Heritage,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.990864013510805,81.04915930906961,1,1,0.0,,Short,131.46448007817713,2,9,153,6
Muthiyangana Raja Maha Viharaya,Badulla,"A historic and sacred Buddhist temple in Badulla, known for its beautiful architecture and important religious festivals.",Uva,Religious/Historical,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.017850796360991,81.02708615249463,1,32,0.0,,Short,129.22266436701543,2,9,132,6
Demodara,Badulla,"A picturesque village famous for its unique railway loop and lush tea plantations, attracting photographers and nature lovers.",Uva,Scenic/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.038706670578288,81.07690286188024,1,33,0.0,,Short,134.90001716709517,2,9,157,6
Nine Arch Bridge,Badulla,"Iconic colonial-era railway bridge near Demodara, known for its architectural beauty and scenic surroundings, popular with tourists.",Uva,Historical/Scenic,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.004970437682341,81.01652530742084,1,9,0.0,,Short,127.95721765336074,2,9,61,2
Pallewela Ella,Badulla,"A charming waterfall located amidst dense greenery, ideal for nature walks and peaceful retreats.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.018273510392276,81.0346380072276,1,93,0.0,,Short,130.05820964780233,2,9,187,6
Kithal Ella Waterfall,Badulla,"A scenic waterfall near Beragala, offering tranquil surroundings and a refreshing experience for visitors and hikers.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.021698160009379,81.02373188342807,1,93,0.0,,Short,128.8864498672179,2,9,187,6
Chandani Ella  Beragala,Badulla,"A beautiful waterfall cascading through rocks in Beragala, perfect for picnics and short nature hikes.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.982688148577783,81.0347199311862,1,93,0.0,,Short,129.82635228050967,2,9,187,6
Adi Hate Wala Ella Falls,Badulla,"A lesser-known waterfall nestled in the hills, offering quiet natural beauty and a cool swimming spot.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.965634347768681,81.09027867138366,1,93,0.0,,Short,135.88956881476045,2,9,187,6
Alakolagala Ella Falls,Badulla,"A scenic waterfall surrounded by dense forest, great for nature lovers and photographers seeking tranquility.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.0222186477172945,81.04346544711632,1,93,0.0,,Short,131.06449060960156,2,9,187,6
Alikola Oya North (Wishari Ella) / South Falls,Badulla,"Twin waterfalls located along Alikola Oya, offering stunning cascades amid lush greenery and serene surroundings.",Uva,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,7.012220915857274,81.03350143666749,1,93,0.0,,Short,129.88359725263575,2,9,187,6
Aradunu Ella Falls,Badulla,"A beautiful, lesser-known waterfall surrounded by tropical forest, ideal for peaceful visits and nature photography.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.954677624713713,81.06881112083042,1,93,0.0,,Short,133.48679117256853,2,9,187,6
Arawakumbura Dunhinda Ella Falls,Badulla,"A scenic waterfall near Arawakumbura, known for its impressive flow and natural pool perfect for a refreshing dip.",Uva,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.94472802174246,81.01513027892334,1,93,0.0,,Short,127.53597102555281,2,9,187,6
Bambarakanda Ella Falls,Badulla,"The tallest waterfall in Sri Lanka, cascading over 263 meters, surrounded by thick forest and famous for trekking and sightseeing.",Uva,Waterfall/Nature,3.0,0.0,0.0,0.0,0.0,0.0,Yes,7.004928320678688,81.02161743844654,1,93,0.0,,Short,128.51833739529138,2,9,187,6
Dehigala Ella Falls,Badulla,"A scenic waterfall located in a tranquil forest setting, offering visitors a peaceful nature experience.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,7.03016181205313,81.04595121052438,1,93,0.0,,Short,131.4104580890293,2,9,187,6
Diyabetma Ella Falls,Badulla,"A picturesque waterfall nestled in the hills, popular for short hikes and quiet nature escapes.",Uva,Waterfall/Nature,1.5,0.0,0.0,0.0,0.0,0.0,Yes,6.971358233511667,81.09679151288277,1,93,0.0,,Short,136.62932152220776,2,9,187,6
Diyaluma (Ihala) Ella Falls,Badulla,"The upper cascade of the famous Diyaluma Falls, known for its stunning multi-tiered drop and natural pools for swimming.",Uva,Waterfall/Nature,2.0,0.0,0.0,0.0,0.0,0.0,Yes,6.968325807018666,81.01083723558844,1,93,0.0,,Short,127.12525966125413,2,9,187,6
